cohort,surface,lane,design_id,case_id,effort,treatment,repetition,run_id,pair_id,model,objective_success,success_basis,format_pass,human_accepted,status,input_tokens,output_tokens,reasoning_tokens,nonreasoning_tokens,total_tokens,cache_read_tokens,cache_write_tokens,reference_cost_usd,cache_neutral_cost_usd,elapsed_seconds,calls,missing_usage_calls,provider_seconds,first_request_input_tokens,maximum_request_input_tokens,requests_above_272000_input_tokens,known_input_tokens,known_output_tokens,known_total_tokens,known_reference_cost_usd,grading_amendment,review_disputed,full_input_observed,recorded_objective_success,adjudicated,phase_success,physical_attempts,retry_inclusive_input_tokens,retry_inclusive_output_tokens,retry_inclusive_reasoning_tokens,retry_inclusive_nonreasoning_tokens,retry_inclusive_total_tokens,retry_inclusive_cache_read_tokens,retry_inclusive_cache_write_tokens,retry_inclusive_reference_cost_usd,retry_inclusive_cache_neutral_cost_usd,retry_inclusive_elapsed_seconds,retry_inclusive_calls,retry_inclusive_known_reference_cost_usd,tool_calls,public_test_calls
campaign-v4,Responses API workflows,frontier-reasoning,XR-A1,XR-A1,xhigh,clean,2,frontier-reasoning-XR-A1-xhigh-clean-r2-astra,frontier-reasoning-XR-A1-xhigh-clean-r2,astra-early-access,True,objective workflow,,,completed,1077,2574,2299,275,3651,0,1074,0.056862,0.055788,49.9628497500089,1,0,49.93769950000569,1077,1077,0,1077,2574,3651,0.056862,,,,True,False,[true],1,1077,2574,2299,275,3651,0,1074,0.056862,0.055788,49.9628497500089,1,0.056862,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-P1,XR-P1,high,clean,1,frontier-reasoning-XR-P1-high-clean-r1-sol,frontier-reasoning-XR-P1-high-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,951,1692,1552,140,2643,0,0,0.037644,0.037644,23.592134041013196,1,0,23.577288041997235,951,951,0,951,1692,2643,0.037644,,,,True,False,[true],1,951,1692,1552,140,2643,0,0,0.037644,0.037644,23.592134041013196,1,0.037644,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-P1,XR-P1,high,clean,1,frontier-reasoning-XR-P1-high-clean-r1-astra,frontier-reasoning-XR-P1-high-clean-r1,astra-early-access,True,objective workflow,,,completed,951,1026,870,156,1977,0,0,0.024324,0.024324,20.484175459001563,1,0,20.467359999995097,951,951,0,951,1026,1977,0.024324,,,,True,False,[true],1,951,1026,870,156,1977,0,0,0.024324,0.024324,20.484175459001563,1,0.024324,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-P1,XR-P1,high,clean,2,frontier-reasoning-XR-P1-high-clean-r2-sol,frontier-reasoning-XR-P1-high-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,951,1680,1552,128,2631,0,0,0.037404,0.037404,21.945760083995992,1,0,21.91195770900231,951,951,0,951,1680,2631,0.037404,,,,True,False,[true],1,951,1680,1552,128,2631,0,0,0.037404,0.037404,21.945760083995992,1,0.037404,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-P1,XR-P1,high,clean,2,frontier-reasoning-XR-P1-high-clean-r2-astra,frontier-reasoning-XR-P1-high-clean-r2,astra-early-access,True,objective workflow,,,completed,951,1167,1034,133,2118,0,0,0.027144,0.027144,23.444645832991228,1,0,23.422443999996176,951,951,0,951,1167,2118,0.027144,,,,True,False,[true],1,951,1167,1034,133,2118,0,0,0.027144,0.027144,23.444645832991228,1,0.027144,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-P1,XR-P1,medium,clean,1,frontier-reasoning-XR-P1-medium-clean-r1-sol,frontier-reasoning-XR-P1-medium-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,951,1693,1552,141,2644,0,0,0.037664,0.037664,28.292490250008996,1,0,28.243008624995127,951,951,0,951,1693,2644,0.037664,,,,True,False,[true],1,951,1693,1552,141,2644,0,0,0.037664,0.037664,28.292490250008996,1,0.037664,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-P1,XR-P1,medium,clean,1,frontier-reasoning-XR-P1-medium-clean-r1-astra,frontier-reasoning-XR-P1-medium-clean-r1,astra-early-access,True,objective workflow,,,completed,951,778,644,134,1729,0,0,0.019364,0.019364,16.095965832995716,1,0,16.06143924999924,951,951,0,951,778,1729,0.019364,,,,True,False,[true],1,951,778,644,134,1729,0,0,0.019364,0.019364,16.095965832995716,1,0.019364,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-P1,XR-P1,medium,clean,2,frontier-reasoning-XR-P1-medium-clean-r2-sol,frontier-reasoning-XR-P1-medium-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,951,1456,1319,137,2407,0,0,0.032924,0.032924,27.483384708000813,1,0,27.468831125006545,951,951,0,951,1456,2407,0.032924,,,,True,False,[true],1,951,1456,1319,137,2407,0,0,0.032924,0.032924,27.483384708000813,1,0.032924,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-P1,XR-P1,medium,clean,2,frontier-reasoning-XR-P1-medium-clean-r2-astra,frontier-reasoning-XR-P1-medium-clean-r2,astra-early-access,True,objective workflow,,,completed,951,731,606,125,1682,0,0,0.018424,0.018424,15.021332500007702,1,0,14.99702041700948,951,951,0,951,731,1682,0.018424,,,,True,False,[true],1,951,731,606,125,1682,0,0,0.018424,0.018424,15.021332500007702,1,0.018424,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-P1,XR-P1,xhigh,clean,1,frontier-reasoning-XR-P1-xhigh-clean-r1-sol,frontier-reasoning-XR-P1-xhigh-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,951,2495,2354,141,3446,0,0,0.053704,0.053704,34.921747999993386,1,0,34.86479137498827,951,951,0,951,2495,3446,0.053704,,,,True,False,[true],1,951,2495,2354,141,3446,0,0,0.053704,0.053704,34.921747999993386,1,0.053704,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-P1,XR-P1,xhigh,clean,1,frontier-reasoning-XR-P1-xhigh-clean-r1-astra,frontier-reasoning-XR-P1-xhigh-clean-r1,astra-early-access,True,objective workflow,,,completed,951,1021,874,147,1972,0,0,0.024224,0.024224,20.72163758300303,1,0,20.681878458999563,951,951,0,951,1021,1972,0.024224,,,,True,False,[true],1,951,1021,874,147,1972,0,0,0.024224,0.024224,20.72163758300303,1,0.024224,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-P1,XR-P1,xhigh,clean,2,frontier-reasoning-XR-P1-xhigh-clean-r2-sol,frontier-reasoning-XR-P1-xhigh-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,951,2203,2070,133,3154,0,0,0.047864,0.047864,29.9661998340016,1,0,29.92503654101165,951,951,0,951,2203,3154,0.047864,,,,True,False,[true],1,951,2203,2070,133,3154,0,0,0.047864,0.047864,29.9661998340016,1,0.047864,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-P1,XR-P1,xhigh,clean,2,frontier-reasoning-XR-P1-xhigh-clean-r2-astra,frontier-reasoning-XR-P1-xhigh-clean-r2,astra-early-access,True,objective workflow,,,completed,951,1075,920,155,2026,0,0,0.025304,0.025304,21.48088254200411,1,0,21.437462625006447,951,951,0,951,1075,2026,0.025304,,,,True,False,[true],1,951,1075,920,155,2026,0,0,0.025304,0.025304,21.48088254200411,1,0.025304,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-S1,XR-S1,high,clean,1,frontier-reasoning-XR-S1-high-clean-r1-sol,frontier-reasoning-XR-S1-high-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,780,7330,7189,141,8110,0,0,0.14972,0.14972,120.21341691601265,1,0,120.19603608400212,780,780,0,780,7330,8110,0.14972,,,,True,False,[true],1,780,7330,7189,141,8110,0,0,0.14972,0.14972,120.21341691601265,1,0.14972,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-S1,XR-S1,high,clean,1,frontier-reasoning-XR-S1-high-clean-r1-astra,frontier-reasoning-XR-S1-high-clean-r1,astra-early-access,True,objective workflow,,,completed,780,2263,2070,193,3043,0,0,0.04838,0.04838,47.149946584002464,1,0,47.134234958997695,780,780,0,780,2263,3043,0.04838,,,,True,False,[true],1,780,2263,2070,193,3043,0,0,0.04838,0.04838,47.149946584002464,1,0.04838,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-S1,XR-S1,high,clean,2,frontier-reasoning-XR-S1-high-clean-r2-sol,frontier-reasoning-XR-S1-high-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,780,5950,5810,140,6730,0,0,0.12212,0.12212,98.66547945800994,1,0,98.64227608400688,780,780,0,780,5950,6730,0.12212,,,,True,False,[true],1,780,5950,5810,140,6730,0,0,0.12212,0.12212,98.66547945800994,1,0.12212,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-S1,XR-S1,high,clean,2,frontier-reasoning-XR-S1-high-clean-r2-astra,frontier-reasoning-XR-S1-high-clean-r2,astra-early-access,True,objective workflow,,,completed,780,2226,2011,215,3006,0,0,0.04764,0.04764,43.22705187500105,1,0,43.19781491700269,780,780,0,780,2226,3006,0.04764,,,,True,False,[true],1,780,2226,2011,215,3006,0,0,0.04764,0.04764,43.22705187500105,1,0.04764,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-S1,XR-S1,medium,clean,1,frontier-reasoning-XR-S1-medium-clean-r1-sol,frontier-reasoning-XR-S1-medium-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,780,3395,3241,154,4175,0,0,0.07102,0.07102,56.527201874996535,1,0,56.48611524999433,780,780,0,780,3395,4175,0.07102,,,,True,False,[true],1,780,3395,3241,154,4175,0,0,0.07102,0.07102,56.527201874996535,1,0.07102,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-S1,XR-S1,medium,clean,1,frontier-reasoning-XR-S1-medium-clean-r1-astra,frontier-reasoning-XR-S1-medium-clean-r1,astra-early-access,True,objective workflow,,,completed,780,1703,1497,206,2483,0,0,0.03718,0.03718,33.3898246250028,1,0,33.33283916700748,780,780,0,780,1703,2483,0.03718,,,,True,False,[true],1,780,1703,1497,206,2483,0,0,0.03718,0.03718,33.3898246250028,1,0.03718,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-S1,XR-S1,medium,clean,2,frontier-reasoning-XR-S1-medium-clean-r2-sol,frontier-reasoning-XR-S1-medium-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,780,4725,4579,146,5505,0,0,0.09762,0.09762,86.54524895799113,1,0,86.5251127090014,780,780,0,780,4725,5505,0.09762,,,,True,False,[true],1,780,4725,4579,146,5505,0,0,0.09762,0.09762,86.54524895799113,1,0.09762,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-S1,XR-S1,medium,clean,2,frontier-reasoning-XR-S1-medium-clean-r2-astra,frontier-reasoning-XR-S1-medium-clean-r2,astra-early-access,True,objective workflow,,,completed,780,2154,1843,311,2934,0,0,0.0462,0.0462,44.146165250000195,1,0,44.13138625001011,780,780,0,780,2154,2934,0.0462,,,,True,False,[true],1,780,2154,1843,311,2934,0,0,0.0462,0.0462,44.146165250000195,1,0.0462,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-S1,XR-S1,xhigh,clean,1,frontier-reasoning-XR-S1-xhigh-clean-r1-sol,frontier-reasoning-XR-S1-xhigh-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,780,7272,7122,150,8052,0,0,0.14856,0.14856,96.74807329200848,1,0,96.7132793750061,780,780,0,780,7272,8052,0.14856,,,,True,False,[true],1,780,7272,7122,150,8052,0,0,0.14856,0.14856,96.74807329200848,1,0.14856,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-S1,XR-S1,xhigh,clean,1,frontier-reasoning-XR-S1-xhigh-clean-r1-astra,frontier-reasoning-XR-S1-xhigh-clean-r1,astra-early-access,True,objective workflow,,,completed,780,3859,3579,280,4639,0,0,0.0803,0.0803,74.67370566699537,1,0,74.64650391699979,780,780,0,780,3859,4639,0.0803,,,,True,False,[true],1,780,3859,3579,280,4639,0,0,0.0803,0.0803,74.67370566699537,1,0.0803,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-S1,XR-S1,xhigh,clean,2,frontier-reasoning-XR-S1-xhigh-clean-r2-sol,frontier-reasoning-XR-S1-xhigh-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,780,8201,8053,148,8981,0,0,0.16714,0.16714,119.3358395420073,1,0,119.30798508400039,780,780,0,780,8201,8981,0.16714,,,,True,False,[true],1,780,8201,8053,148,8981,0,0,0.16714,0.16714,119.3358395420073,1,0.16714,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-S1,XR-S1,xhigh,clean,2,frontier-reasoning-XR-S1-xhigh-clean-r2-astra,frontier-reasoning-XR-S1-xhigh-clean-r2,astra-early-access,True,objective workflow,,,completed,780,3025,2835,190,3805,0,0,0.06362,0.06362,58.66102862499247,1,0,58.62134758400498,780,780,0,780,3025,3805,0.06362,,,,True,False,[true],1,780,3025,2835,190,3805,0,0,0.06362,0.06362,58.66102862499247,1,0.06362,0,0
campaign-v4,Responses API workflows,frontier-repo,RW1,RW1,high,clean;cap8192,1,frontier-repo-RW1-high-clean-r1-sol,frontier-repo-RW1-high-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,50643,7857,5608,2249,58500,39539,10069,0.2274406,0.359712,114.24466470901098,9,0,113.60733633200289,185,10072,0,50643,7857,58500,0.2274406,,,,True,False,[true],1,50643,7857,5608,2249,58500,39539,10069,0.2274406,0.359712,114.24466470901098,9,0.2274406,13,2
campaign-v4,Responses API workflows,frontier-repo,RW1,RW1,high,clean;cap8192,1,frontier-repo-RW1-high-clean-r1-astra,frontier-repo-RW1-high-clean-r1,astra-early-access,True,objective workflow,,,completed,12710,3565,1825,1740,16275,7118,5143,0.1016582,0.12214,75.44035045799683,5,0,75.05979875000776,185,5146,0,12710,3565,16275,0.1016582,,,,True,False,[true],1,12710,3565,1825,1740,16275,7118,5143,0.1016582,0.12214,75.44035045799683,5,0.1016582,11,1
campaign-v4,Responses API workflows,frontier-repo,RW1,RW1,high,clean;cap8192,2,frontier-repo-RW1-high-clean-r2-sol,frontier-repo-RW1-high-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,23874,6261,4114,2147,30135,15641,7207,0.1716154,0.220716,95.41411724999489,6,0,94.89655495900661,185,7210,0,23874,6261,30135,0.1716154,,,,True,False,[true],1,23874,6261,4114,2147,30135,15641,7207,0.1716154,0.220716,95.41411724999489,6,0.1716154,11,1
campaign-v4,Responses API workflows,frontier-repo,RW1,RW1,high,clean;cap8192,2,frontier-repo-RW1-high-clean-r2-astra,frontier-repo-RW1-high-clean-r2,astra-early-access,True,objective workflow,,,completed,12278,3178,1382,1796,15456,6902,4927,0.0927518,0.112672,66.07336700000451,5,0,65.68198183301138,185,4930,0,12278,3178,15456,0.0927518,,,,True,False,[true],1,12278,3178,1382,1796,15456,6902,4927,0.0927518,0.112672,66.07336700000451,5,0.0927518,11,1
campaign-v4,Responses API workflows,frontier-repo,RW1,RW1,medium,clean;cap8192,1,frontier-repo-RW1-medium-clean-r1-sol,frontier-repo-RW1-medium-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,46122,5723,2213,3510,51845,37696,7952,0.1711944,0.298948,115.52750641599414,10,0,115.20421899997746,185,7955,0,46122,5723,51845,0.1711944,,,,True,False,[true],1,46122,5723,2213,3510,51845,37696,7952,0.1711944,0.298948,115.52750641599414,10,0.1711944,14,2
campaign-v4,Responses API workflows,frontier-repo,RW1,RW1,medium,clean;cap8192,1,frontier-repo-RW1-medium-clean-r1-astra,frontier-repo-RW1-medium-clean-r1,astra-early-access,True,objective workflow,,,completed,14119,2126,408,1718,16245,9519,4148,0.0688756,0.098996,47.41253162499925,6,0,47.22234954201849,185,4151,0,14119,2126,16245,0.0688756,,,,True,False,[true],1,14119,2126,408,1718,16245,9519,4148,0.0688756,0.098996,47.41253162499925,6,0.0688756,11,1
campaign-v4,Responses API workflows,frontier-repo,RW1,RW1,medium,clean;cap8192,2,frontier-repo-RW1-medium-clean-r2-sol,frontier-repo-RW1-medium-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,29925,4478,2443,2035,34403,22789,6667,0.1338866,0.20926,103.80992349999724,8,0,103.52130491600838,185,6670,0,29925,4478,34403,0.1338866,,,,True,False,[true],1,29925,4478,2443,2035,34403,22789,6667,0.1338866,0.20926,103.80992349999724,8,0.1338866,12,2
campaign-v4,Responses API workflows,frontier-repo,RW1,RW1,medium,clean;cap8192,2,frontier-repo-RW1-medium-clean-r2-astra,frontier-repo-RW1-medium-clean-r2,astra-early-access,True,objective workflow,,,completed,14141,2133,366,1767,16274,11630,2059,0.059415,0.09922399999999999,48.1336929579993,6,0,47.933740625026985,185,4176,0,14141,2133,16274,0.059415,,,,True,False,[true],1,14141,2133,366,1767,16274,11630,2059,0.059415,0.09922399999999999,48.1336929579993,6,0.059415,11,1
campaign-v4,Responses API workflows,frontier-repo,RW1,RW1,xhigh,clean;cap8192,1,frontier-repo-RW1-xhigh-clean-r1-sol,frontier-repo-RW1-xhigh-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,77339,11881,8923,2958,89220,62732,13569,0.3347098,0.546976,163.74391570899752,10,0,162.88929541804828,185,13572,0,77339,11881,89220,0.3347098,,,,True,False,[true],1,77339,11881,8923,2958,89220,62732,13569,0.3347098,0.546976,163.74391570899752,10,0.3347098,14,2
campaign-v4,Responses API workflows,frontier-repo,RW1,RW1,xhigh,clean;cap8192,1,frontier-repo-RW1-xhigh-clean-r1-astra,frontier-repo-RW1-xhigh-clean-r1,astra-early-access,True,objective workflow,,,completed,15412,5174,3361,1813,20586,8469,6494,0.1411336,0.165128,105.37454695899214,5,0,104.99438229000953,185,6497,0,15412,5174,20586,0.1411336,,,,True,False,[true],1,15412,5174,3361,1813,20586,8469,6494,0.1411336,0.165128,105.37454695899214,5,0.1411336,11,1
campaign-v4,Responses API workflows,frontier-repo,RW1,RW1,xhigh,clean;cap8192,2,frontier-repo-RW1-xhigh-clean-r2-sol,frontier-repo-RW1-xhigh-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,19945,6613,4947,1666,26558,12868,6051,0.1717662,0.21204,102.65022212499753,6,0,102.2906872919848,185,6054,0,19945,6613,26558,0.1717662,,,,True,False,[true],1,19945,6613,4947,1666,26558,12868,6051,0.1717662,0.21204,102.65022212499753,6,0.1717662,10,1
campaign-v4,Responses API workflows,frontier-repo,RW1,RW1,xhigh,clean;cap8192,2,frontier-repo-RW1-xhigh-clean-r2-astra,frontier-repo-RW1-xhigh-clean-r2,astra-early-access,True,objective workflow,,,completed,36511,8152,4920,3232,44663,25875,10181,0.226115,0.309084,164.75939133399515,7,0,164.24301104198094,185,10184,0,36511,8152,44663,0.226115,,,,True,False,[true],1,36511,8152,4920,3232,44663,25875,10181,0.226115,0.309084,164.75939133399515,7,0.226115,14,2
campaign-v4,Responses API workflows,frontier-repo,RW2,RW2,high,clean;cap8192,1,frontier-repo-RW2-high-clean-r1-sol,frontier-repo-RW2-high-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,82418,12809,6539,6270,95227,67847,14359,0.3559618,0.585852,171.50115150000784,10,0,170.95071070796985,185,14362,0,82418,12809,95227,0.3559618,,,,True,False,[true],1,82418,12809,6539,6270,95227,67847,14359,0.3559618,0.585852,171.50115150000784,10,0.3559618,14,2
campaign-v4,Responses API workflows,frontier-repo,RW2,RW2,high,clean;cap8192,1,frontier-repo-RW2-high-clean-r1-astra-infrastructure-replacement1,frontier-repo-RW2-high-clean-r1,astra-early-access,True,objective workflow,,,completed,24542,4550,2068,2482,29092,18044,6042,0.1302516,0.189168,95.07720849999168,7,0,94.68396270900848,185,6045,0,24542,4550,29092,0.1302516,,,,True,False,[true],2,,,,,,,,,,118.46620516698749,10,0.1348556,11,1
campaign-v4,Responses API workflows,frontier-repo,RW2,RW2,high,clean;cap8192,2,frontier-repo-RW2-high-clean-r2-sol,frontier-repo-RW2-high-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,30626,7243,4254,2989,37869,23985,6438,0.187456,0.267364,106.86691499999142,7,0,106.4677314569999,185,7526,0,30626,7243,37869,0.187456,,,,True,False,[true],1,30626,7243,4254,2989,37869,23985,6438,0.187456,0.267364,106.86691499999142,7,0.187456,11,1
campaign-v4,Responses API workflows,frontier-repo,RW2,RW2,high,clean;cap8192,2,frontier-repo-RW2-high-clean-r2-astra,frontier-repo-RW2-high-clean-r2,astra-early-access,True,objective workflow,,,completed,16921,6200,3731,2469,23121,11222,5249,0.1565338,0.191684,123.1249372500024,5,0,122.75452137600223,185,7286,0,16921,6200,23121,0.1565338,,,,True,False,[true],1,16921,6200,3731,2469,23121,11222,5249,0.1565338,0.191684,123.1249372500024,5,0.1565338,11,1
campaign-v4,Responses API workflows,frontier-repo,RW2,RW2,medium,clean;cap8192,1,frontier-repo-RW2-medium-clean-r1-sol,frontier-repo-RW2-medium-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,25172,5241,2461,2780,30413,18268,6438,0.1461812,0.205508,76.72124225000152,7,0,76.34350466697651,185,6441,0,25172,5241,30413,0.1461812,,,,True,False,[true],1,25172,5241,2461,2780,30413,18268,6438,0.1461812,0.205508,76.72124225000152,7,0.1461812,11,1
campaign-v4,Responses API workflows,frontier-repo,RW2,RW2,medium,clean;cap8192,1,frontier-repo-RW2-medium-clean-r1-astra,frontier-repo-RW2-medium-clean-r1,astra-early-access,True,objective workflow,,,completed,18673,2720,458,2262,21393,15591,2626,0.0755904,0.129092,60.13015062500199,7,0,59.714536709012464,185,4663,0,18673,2720,21393,0.0755904,,,,True,False,[true],1,18673,2720,458,2262,21393,15591,2626,0.0755904,0.129092,60.13015062500199,7,0.0755904,11,1
campaign-v4,Responses API workflows,frontier-repo,RW2,RW2,medium,clean;cap8192,2,frontier-repo-RW2-medium-clean-r2-sol,frontier-repo-RW2-medium-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,19608,4720,2083,2637,24328,13260,6148,0.131244,0.172832,73.06569266700535,6,0,72.6991699590144,185,6151,0,19608,4720,24328,0.131244,,,,True,False,[true],1,19608,4720,2083,2637,24328,13260,6148,0.131244,0.172832,73.06569266700535,6,0.131244,10,1
campaign-v4,Responses API workflows,frontier-repo,RW2,RW2,medium,clean;cap8192,2,frontier-repo-RW2-medium-clean-r2-astra,frontier-repo-RW2-medium-clean-r2,astra-early-access,True,objective workflow,,,completed,19203,2809,507,2302,22012,13972,4775,0.0874678,0.132992,63.052869166000164,7,0,62.68762408300245,185,4778,0,19203,2809,22012,0.0874678,,,,True,False,[true],1,19203,2809,507,2302,22012,13972,4775,0.0874678,0.132992,63.052869166000164,7,0.0874678,11,1
campaign-v4,Responses API workflows,frontier-repo,RW2,RW2,xhigh,clean;cap8192,1,frontier-repo-RW2-xhigh-clean-r1-sol,frontier-repo-RW2-xhigh-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,40377,10835,7747,3088,51212,30141,10033,0.2797334,0.378208,156.33733900000516,7,0,156.04637812401052,185,10036,0,40377,10835,51212,0.2797334,,,,True,False,[true],1,40377,10835,7747,3088,51212,30141,10033,0.2797334,0.378208,156.33733900000516,7,0.2797334,11,1
campaign-v4,Responses API workflows,frontier-repo,RW2,RW2,xhigh,clean;cap8192,1,frontier-repo-RW2-xhigh-clean-r1-astra,frontier-repo-RW2-xhigh-clean-r1,astra-early-access,True,objective workflow,,,completed,44619,10943,8129,2814,55562,33018,11145,0.2896162,0.397336,215.74717329099076,7,0,215.4091762920143,185,11148,0,44619,10943,55562,0.2896162,,,,True,False,[true],1,44619,10943,8129,2814,55562,33018,11145,0.2896162,0.397336,215.74717329099076,7,0.2896162,11,1
campaign-v4,Responses API workflows,frontier-repo,RW2,RW2,xhigh,clean;cap8192,2,frontier-repo-RW2-xhigh-clean-r2-sol,frontier-repo-RW2-xhigh-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,35945,9125,6042,3083,45070,26393,9085,0.2403502,0.32628,111.70578420799575,7,0,111.12664562399732,185,9088,0,35945,9125,45070,0.2403502,,,,True,False,[true],1,35945,9125,6042,3083,45070,26393,9085,0.2403502,0.32628,111.70578420799575,7,0.2403502,11,1
campaign-v4,Responses API workflows,frontier-repo,RW2,RW2,xhigh,clean;cap8192,2,frontier-repo-RW2-xhigh-clean-r2-astra,frontier-repo-RW2-xhigh-clean-r2,astra-early-access,True,objective workflow,,,completed,19605,7856,5375,2481,27461,10530,8625,0.206257,0.23554,155.85033408299205,5,0,155.35286637599347,185,8628,0,19605,7856,27461,0.206257,,,,True,False,[true],1,19605,7856,5375,2481,27461,10530,8625,0.206257,0.23554,155.85033408299205,5,0.206257,11,1
campaign-v4,Responses API workflows,frontier-repo,RW3,RW3,high,clean;cap8192,1,frontier-repo-RW3-high-clean-r1-sol,frontier-repo-RW3-high-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,88402,14197,7135,7062,102599,71743,16185,0.3954582,0.637548,190.34255112499523,11,0,189.9823090830032,185,16188,0,88402,14197,102599,0.3954582,,,,True,False,[true],1,88402,14197,7135,7062,102599,71743,16185,0.3954582,0.637548,190.34255112499523,11,0.3954582,15,2
campaign-v4,Responses API workflows,frontier-repo,RW3,RW3,high,clean;cap8192,1,frontier-repo-RW3-high-clean-r1-astra,frontier-repo-RW3-high-clean-r1,astra-early-access,False,objective workflow,,,response_incomplete,2451,8330,5178,3152,10781,0,2011,0.17841500000000002,0.176404,162.00023166699975,3,0,161.86226187499415,185,2014,0,2451,8330,10781,0.17841500000000002,,,,False,False,[false],1,2451,8330,5178,3152,10781,0,2011,0.17841500000000002,0.176404,162.00023166699975,3,0.17841500000000002,7,0
campaign-v4,Responses API workflows,frontier-repo,RW3,RW3,high,clean;cap8192,2,frontier-repo-RW3-high-clean-r2-sol,frontier-repo-RW3-high-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,61579,10193,5326,4867,71772,48829,12282,0.28667360000000003,0.45017599999999997,137.00600070800283,9,0,136.2463154570287,185,12285,0,61579,10193,71772,0.28667360000000003,,,,True,False,[true],1,61579,10193,5326,4867,71772,48829,12282,0.28667360000000003,0.45017599999999997,137.00600070800283,9,0.28667360000000003,13,2
campaign-v4,Responses API workflows,frontier-repo,RW3,RW3,high,clean;cap8192,2,frontier-repo-RW3-high-clean-r2-astra,frontier-repo-RW3-high-clean-r2,astra-early-access,True,objective workflow,,,completed,44039,11458,8303,3155,55497,32215,11372,0.300714,0.405316,227.418370415995,7,0,226.87203562399372,185,11375,0,44039,11458,55497,0.300714,,,,True,False,[true],1,44039,11458,8303,3155,55497,32215,11372,0.300714,0.405316,227.418370415995,7,0.300714,11,1
campaign-v4,Responses API workflows,frontier-repo,RW3,RW3,medium,clean;cap8192,1,frontier-repo-RW3-medium-clean-r1-sol,frontier-repo-RW3-medium-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,52188,9202,3296,5906,61390,39819,11288,0.2607316,0.39279200000000003,120.46073066699319,9,0,119.82787445899157,185,11291,0,52188,9202,61390,0.2607316,,,,True,False,[true],1,52188,9202,3296,5906,61390,39819,11288,0.2607316,0.39279200000000003,120.46073066699319,9,0.2607316,13,2
campaign-v4,Responses API workflows,frontier-repo,RW3,RW3,medium,clean;cap8192,1,frontier-repo-RW3-medium-clean-r1-astra,frontier-repo-RW3-medium-clean-r1,astra-early-access,True,objective workflow,,,completed,19912,3496,786,2710,23408,14065,5395,0.104329,0.149568,76.72301420800795,7,0,76.23283995800011,185,5398,0,19912,3496,23408,0.104329,,,,True,False,[true],1,19912,3496,786,2710,23408,14065,5395,0.104329,0.149568,76.72301420800795,7,0.104329,11,1
